Name,Type,Asset,ID,Lots,Open,Close,Entry,Exit,Profit,Roll,ExitType
HU,Short,USD/CAD,851783,4,2015-06-24 12:01,2015-07-07 12:30,1.2309,1.2745,-122.25,0.00,Stop
HU,Long,NAS100,848366,15,2015-06-16 20:01,2015-07-08 04:00,4457,4394,-81.58,0.00,Sold
ES,Short,EUR/USD,857412,5,2015-07-08 00:01,2015-07-08 07:47,1.1005,1.1027,-10.10,0.00,Exit
CY,Long,GBP/USD,851680,4,2015-06-24 08:01,2015-07-08 14:15,1.5781,1.5347,-151.38,0.00,Stop
A2,Short,USD/JPY,855807,5,2015-07-03 08:01,2015-07-09 00:00,123.13,120.90,82.59,0.00,Sold
ES,Short,GBP/USD,857815,6,2015-07-08 16:01,2015-07-09 04:00,1.5354,1.5375,-11.37,0.00,Sold
HU,Short,UK100,833090,4,2015-05-12 08:01,2015-07-09 08:00,6963,6525,231.13,0.00,Sold
HU,Short,NAS100,857513,13,2015-07-08 04:01,2015-07-09 16:00,4395,4387,9.49,0.00,Sold
BB,Long,SPX500,858118,3,2015-07-09 04:02,2015-07-10 12:00,2058,2074,41.06,0.00,Sold
A2,Long,UK100,853490,5,2015-06-29 08:01,2015-07-10 12:00,6626,6673,31.24,0.00,Sold
VO,Short,GBP/USD,854900,3,2015-07-01 20:01,2015-07-10 16:00,1.5619,1.5502,30.44,0.00,Sold
VO,Short,GBP/USD,857211,3,2015-07-07 16:01,2015-07-10 16:00,1.5441,1.5502,-16.00,0.00,Sold
CY,Long,EUR/USD,844651,5,2015-06-08 16:01,2015-07-13 04:00,1.1233,1.1134,-43.34,0.00,Sold
CY,Long,EUR/USD,850376,5,2015-06-22 04:01,2015-07-13 04:00,1.1382,1.1134,-108.52,0.00,Sold
HP,Short,UK100,837314,5,2015-05-21 12:01,2015-07-13 06:56,7011,6721,191.18,0.00,Stop
HP,Short,UK100,840229,5,2015-05-28 08:01,2015-07-13 06:56,7019,6725,193.71,0.00,Stop
HP,Short,UK100,840931,5,2015-05-29 12:01,2015-07-13 06:56,7057,6744,206.16,0.00,Stop
CY,Long,GER30,854194,4,2015-06-30 12:01,2015-07-13 08:00,11111,11455,137.57,0.00,Sold
A2,Long,USD/JPY,858016,4,2015-07-09 00:01,2015-07-13 12:00,120.88,123.39,74.23,0.00,Sold
CY,Short,EUR/USD,859322,4,2015-07-13 04:01,2015-07-14 16:00,1.1134,1.1015,41.27,0.00,Sold
CT,Short,USD/CAD,854496,5,2015-07-01 00:01,2015-07-15 14:00,1.2483,1.2810,-115.04,0.00,Stop
CY,Short,USD/CAD,857614,7,2015-07-08 08:01,2015-07-15 14:00,1.2738,1.2886,-73.12,0.00,Stop
LP,Short,GBP/USD,860830,3,2015-07-15 16:01,2015-07-16 00:00,1.5619,1.5627,-2.41,0.00,Sold
CY,Long,SPX500,854395,4,2015-06-30 20:01,2015-07-16 00:00,2062,2113,178.44,0.00,Sold
CY,Long,SPX500,856709,4,2015-07-06 20:01,2015-07-16 00:00,2070,2113,152.29,0.00,Sold
LP,Long,GBP/USD,861032,4,2015-07-16 00:01,2015-07-16 08:00,1.5628,1.5618,-3.55,0.00,Sold
LP,Short,GBP/USD,861234,3,2015-07-16 08:01,2015-07-17 08:00,1.5621,1.5663,-11.31,0.00,Sold
ES,Long,GBP/USD,858117,5,2015-07-09 04:01,2015-07-20 09:23,1.5375,1.5563,81.70,0.00,Exit
A2,Short,XAU/USD,834499,3,2015-05-14 16:01,2015-07-20 12:00,1223,1114,284.83,0.00,Sold
CY,Short,XAU/USD,769535,3,2014-12-11 04:01,2015-07-21 04:00,1230,1104,327.85,0.00,Sold
CY,Short,XAU/USD,782518,3,2015-01-14 04:01,2015-07-21 04:00,1228,1104,322.76,0.00,Sold
HP,Long,EUR/USD,854797,6,2015-07-01 12:01,2015-07-22 04:00,1.1103,1.0934,-88.69,0.00,Sold
HP,Long,EUR/USD,855102,6,2015-07-02 04:01,2015-07-22 04:00,1.1072,1.0934,-72.13,0.00,Sold
HP,Long,EUR/USD,856508,6,2015-07-06 12:01,2015-07-22 04:00,1.1012,1.0934,-40.67,0.00,Sold
HU,Short,GBP/USD,860027,3,2015-07-14 08:01,2015-07-22 08:00,1.5465,1.5616,-39.67,0.00,Sold
HP,Short,US30,855001,4,2015-07-02 00:01,2015-07-22 08:00,17759,17888,-44.95,0.00,Sold
HP,Short,US30,857110,4,2015-07-07 12:01,2015-07-22 08:00,17745,17888,-49.76,0.00,Sold
HP,Short,US30,859826,4,2015-07-14 00:01,2015-07-22 08:00,17979,17888,31.62,0.00,Sold
A2,Long,XAU/USD,862539,3,2015-07-20 12:01,2015-07-22 12:01,1114,1088,-68.78,0.00,Stop
CY,Long,EUR/USD,861736,5,2015-07-17 04:01,2015-07-22 16:00,1.0900,1.0884,-7.56,0.00,Sold
HU,Short,USD/JPY,855706,4,2015-07-03 04:01,2015-07-22 20:00,123.05,124.02,-28.79,0.00,Sold
HU,Long,GER30,848668,4,2015-06-17 08:01,2015-07-24 14:18,11006,11411,162.07,0.00,Stop
HU,Long,NAS100,858420,15,2015-07-09 16:01,2015-07-27 11:03,4389,4540,197.46,0.00,Stop
LP,Short,GBP/USD,864449,3,2015-07-23 16:01,2015-07-28 09:04,1.5532,1.5597,-17.26,0.00,Stop
HP,Short,EUR/USD,863541,6,2015-07-22 04:01,2015-07-29 00:00,1.0933,1.1066,-69.74,0.00,Sold
HP,Long,SPX500,863743,4,2015-07-22 12:01,2015-07-29 08:00,2111,2097,-51.36,0.00,Sold
HP,Long,US30,863642,4,2015-07-22 08:01,2015-07-29 08:00,17886,17649,-82.31,0.00,Sold
CT,Short,USD/CAD,861335,5,2015-07-16 12:01,2015-07-30 00:00,1.2940,1.2951,-4.01,0.00,Sold
CY,Short,USD/CAD,861938,7,2015-07-17 12:01,2015-07-30 04:00,1.2976,1.2957,9.17,0.00,Sold
HU,Short,USD/CAD,864348,4,2015-07-23 12:01,2015-07-30 12:00,1.2971,1.2976,-1.76,0.00,Sold
ES,Short,EUR/USD,867463,5,2015-07-30 16:01,2015-07-30 22:32,1.0915,1.0932,-7.57,0.00,Exit
CY,Short,EUR/USD,863845,4,2015-07-22 16:01,2015-07-31 04:00,1.0885,1.0947,-21.76,0.00,Sold
HP,Short,US30,866657,4,2015-07-29 08:01,2015-08-04 04:00,17652,17579,25.19,0.00,Sold
HP,Short,US30,867158,4,2015-07-30 04:01,2015-08-04 04:00,17731,17579,52.93,0.00,Sold
HU,Short,EUR/USD,859524,4,2015-07-13 12:01,2015-08-04 12:00,1.1067,1.0980,29.82,0.00,Sold
CY,Long,USD/CAD,867159,7,2015-07-30 04:01,2015-08-04 12:00,1.2956,1.3125,82.16,0.00,Sold
BB,Short,NAS100,861837,14,2015-07-17 08:01,2015-08-05 00:00,4617,4562,67.93,0.00,Sold
LP,Long,GBP/USD,866153,4,2015-07-28 12:01,2015-08-05 01:41,1.5576,1.5540,-12.71,0.00,Stop
HP,Short,EUR/USD,868266,6,2015-08-03 00:01,2015-08-05 12:00,1.0968,1.0882,44.57,0.00,Sold
VO,Long,USD/CAD,860931,6,2015-07-15 20:01,2015-08-11 00:00,1.2920,1.3012,38.19,0.00,Sold
VO,Long,USD/CAD,861033,6,2015-07-16 00:01,2015-08-11 00:00,1.2927,1.3012,35.20,0.00,Sold
HP,Long,SPX500,868969,4,2015-08-04 04:04,2015-08-11 04:00,2097,2095,-4.21,0.00,Sold
HP,Long,US30,868968,4,2015-08-04 04:02,2015-08-11 04:00,17580,17532,-16.64,0.00,Sold
BB,Short,AUD/USD,869271,5,2015-08-04 16:01,2015-08-11 12:00,0.7416,0.7323,39.02,-1.02,Sold
CY,Short,USD/CAD,869170,7,2015-08-04 12:01,2015-08-11 20:00,1.3127,1.3104,10.52,0.00,Sold
CY,Short,USD/CAD,869977,7,2015-08-05 20:01,2015-08-11 20:00,1.3186,1.3104,39.53,0.00,Sold
HP,Short,US30,871979,4,2015-08-11 04:01,2015-08-12 04:00,17532,17292,83.67,0.00,Sold
VO,Short,AUD/USD,872380,5,2015-08-11 20:01,2015-08-12 11:18,0.7301,0.7359,-25.81,0.00,Stop
HU,Long,USD/JPY,863946,4,2015-07-22 20:01,2015-08-12 12:00,124.02,124.17,4.20,0.00,Sold
VO,Long,USD/CHF,869372,1,2015-08-04 20:01,2015-08-12 12:13,0.9780,0.9738,-3.96,0.00,Stop
VO,Long,USD/CHF,869473,1,2015-08-05 00:01,2015-08-12 12:13,0.9783,0.9739,-4.19,0.00,Stop
HU,Long,NAS100,869875,15,2015-08-05 16:01,2015-08-12 14:15,4624,4447,-230.13,0.00,Stop
VO,Long,USD/JPY,866255,4,2015-07-28 16:01,2015-08-12 16:00,123.51,123.87,10.46,0.00,Sold
BB,Long,SPX500,872784,3,2015-08-12 12:01,2015-08-13 08:00,2070,2093,58.71,0.00,Sold
HP,Long,SPX500,872583,4,2015-08-12 04:02,2015-08-13 12:00,2071,2092,72.64,0.00,Sold
HP,Long,US30,872582,4,2015-08-12 04:01,2015-08-13 12:00,17291,17442,52.58,0.00,Sold
ES,Short,GBP/USD,873894,6,2015-08-14 08:01,2015-08-14 16:00,1.5593,1.5624,-16.68,0.00,Sold
HU,Short,USD/JPY,872785,4,2015-08-12 12:01,2015-08-17 08:00,124.15,124.50,-10.82,0.00,Sold
ES,Long,GBP/USD,874095,5,2015-08-14 16:01,2015-08-17 16:00,1.5622,1.5596,-11.59,0.00,Sold
CY,Long,USD/CAD,872381,7,2015-08-11 20:01,2015-08-18 04:00,1.3106,1.3091,-7.48,0.00,Sold
CY,Long,USD/CAD,873492,7,2015-08-13 16:01,2015-08-18 04:00,1.3075,1.3091,7.45,0.00,Sold
BB,Long,NAS100,872886,14,2015-08-12 16:01,2015-08-18 04:00,4449,4567,144.14,0.00,Sold
ES,Short,EUR/USD,874700,5,2015-08-17 20:01,2015-08-18 07:54,1.1082,1.1081,0.17,0.00,Stop
ES,Short,GBP/USD,874699,6,2015-08-17 16:01,2015-08-18 12:00,1.5598,1.5695,-50.63,0.00,Sold
HU,Long,USD/JPY,874496,4,2015-08-17 08:01,2015-08-18 12:00,124.50,124.28,-6.57,0.00,Sold
VO,Short,GBP/USD,864551,3,2015-07-23 20:01,2015-08-18 16:00,1.5518,1.5657,-36.46,0.00,Sold
VO,Short,GBP/USD,864652,3,2015-07-24 00:01,2015-08-18 16:00,1.5520,1.5657,-35.95,0.00,Sold
HU,Long,USD/CAD,867361,4,2015-07-30 12:01,2015-08-18 16:00,1.2975,1.3074,27.47,0.00,Sold
ES,Long,GBP/USD,875102,5,2015-08-18 12:01,2015-08-19 16:00,1.5694,1.5644,-22.14,0.00,Sold
HU,Short,XAG/USD,867362,5,2015-07-30 12:02,2015-08-19 16:00,14.6301,15.2563,-136.34,0.00,Sold
ES,Short,GBP/USD,875806,6,2015-08-19 16:01,2015-08-19 20:00,1.5644,1.5689,-23.90,0.00,Sold
HP,Short,US30,873391,4,2015-08-13 12:01,2015-08-20 04:00,17444,17348,33.49,0.00,Sold
HP,Long,EUR/USD,869774,6,2015-08-05 12:01,2015-08-20 12:00,1.0883,1.1178,153.60,0.00,Sold
HP,Long,EUR/USD,873593,6,2015-08-13 20:01,2015-08-20 12:00,1.1153,1.1178,12.54,0.00,Sold
HP,Long,EUR/USD,874597,6,2015-08-17 12:01,2015-08-20 12:00,1.1097,1.1178,42.06,0.00,Sold
A2,Short,XAU/USD,873088,3,2015-08-13 00:01,2015-08-20 14:23,1124,1149,-65.99,0.00,Stop
A2,Short,XAU/USD,876311,3,2015-08-20 12:01,2015-08-21 01:09,1138,1158,-52.45,0.00,Stop
HP,Long,US30,876108,4,2015-08-20 04:02,2015-08-21 15:12,17346,16700,-225.09,0.00,Stop
CY,Long,XAU/USD,862940,3,2015-07-21 04:01,2015-08-21 16:00,1104,1160,146.84,0.00,Sold
CY,Long,SPX500,866254,4,2015-07-28 16:01,2015-08-21 17:04,2084,1990,-324.14,0.00,Stop
BB,Long,NAS100,876412,14,2015-08-20 16:01,2015-08-23 22:15,4433,4167,-323.80,0.00,Stop
CY,Long,SPX500,873189,4,2015-08-13 04:01,2015-08-23 22:17,2093,1959,-466.70,0.00,Stop
HP,Long,SPX500,876917,4,2015-08-21 12:01,2015-08-24 02:46,2023,1934,-309.96,0.00,Stop
HP,Long,US30,876918,4,2015-08-21 12:02,2015-08-24 02:46,16875,16149,-252.72,0.00,Stop
BB,Long,SPX500,876413,3,2015-08-20 16:01,2015-08-24 02:47,2058,1928,-339.72,0.00,Stop
HU,Long,UK100,858219,4,2015-07-09 08:01,2015-08-24 06:00,6524,6068,-240.70,0.00,Stop
CY,Short,USD/CAD,876614,7,2015-08-21 00:01,2015-08-24 06:07,1.3078,1.3258,-88.93,0.00,Stop
CY,Short,USD/CAD,874901,7,2015-08-18 04:01,2015-08-24 10:22,1.3092,1.3267,-86.10,0.00,Stop
HU,Short,EUR/USD,871078,4,2015-08-07 16:01,2015-08-24 10:56,1.0958,1.1502,-189.88,0.00,Stop
HP,Short,EUR/USD,876310,6,2015-08-20 12:01,2015-08-24 11:43,1.1179,1.1516,-176.43,0.00,Stop
A2,Long,USD/CHF,876209,1,2015-08-20 08:01,2015-08-24 11:44,0.9643,0.9339,-28.78,0.00,Stop
A2,Short,EUR/USD,876916,4,2015-08-21 12:01,2015-08-24 12:46,1.1274,1.1566,-101.78,0.00,Stop
HP,Short,EUR/USD,876815,6,2015-08-21 08:01,2015-08-24 13:06,1.1250,1.1599,-182.46,0.00,Stop
CY,Long,EUR/USD,867764,5,2015-07-31 04:01,2015-08-25 04:00,1.0947,1.1542,258.50,0.00,Sold
CY,Long,EUR/USD,869976,5,2015-08-05 20:01,2015-08-25 04:00,1.0904,1.1542,277.25,0.00,Sold
CY,Short,AUD/USD,843245,5,2015-06-04 08:01,2015-08-25 12:00,0.7713,0.7224,197.77,-15.05,Sold
CY,Short,AUD/USD,846460,5,2015-06-11 16:01,2015-08-25 12:00,0.7728,0.7224,205.55,-13.52,Sold
ES,Long,GBP/USD,875907,5,2015-08-19 20:01,2015-08-25 17:46,1.5688,1.5694,2.58,0.00,Exit
VO,Long,USD/CHF,878232,1,2015-08-25 16:01,2015-08-26 04:00,0.9490,0.9420,-6.61,0.00,Sold
VO,Long,USD/CHF,878333,1,2015-08-25 20:01,2015-08-26 04:00,0.9410,0.9420,0.94,0.00,Sold
VO,Long,USD/JPY,878027,4,2015-08-25 08:01,2015-08-26 04:00,119.75,119.40,-10.52,0.00,Sold
VO,Long,USD/JPY,878131,4,2015-08-25 12:02,2015-08-26 04:00,120.06,119.40,-19.69,0.00,Sold
HP,Short,UK100,864347,5,2015-07-23 12:01,2015-08-26 12:00,6669,6061,400.44,0.00,Sold
HP,Short,UK100,867965,5,2015-07-31 12:01,2015-08-26 12:00,6665,6061,397.58,0.00,Sold
HP,Short,UK100,868467,5,2015-08-03 08:01,2015-08-26 12:00,6706,6061,425.19,0.00,Sold
HU,Short,NAS100,875405,13,2015-08-19 00:01,2015-08-26 19:54,4544,4228,357.58,0.00,Stop
CY,Short,XAU/USD,877020,3,2015-08-21 16:01,2015-08-27 04:00,1160,1128,85.16,0.00,Sold
CT,Short,GBP/USD,860429,3,2015-07-15 00:01,2015-08-27 08:00,1.5636,1.5482,40.19,0.00,Sold
A2,Short,UK100,858921,5,2015-07-10 12:01,2015-08-27 16:51,6673,6222,297.32,0.00,Stop
VO,Long,EUR/USD,872987,5,2015-08-12 20:01,2015-08-28 15:34,1.1172,1.1189,7.03,0.00,Stop
ES,Short,EUR/USD,880554,5,2015-08-31 12:01,2015-08-31 18:59,1.1205,1.1240,-15.46,0.00,Stop
BB,Long,US30,878537,7,2015-08-26 04:02,2015-09-01 01:58,15828,16265,266.01,0.00,Stop
BB,Long,NAS100,878535,14,2015-08-26 04:01,2015-09-01 02:08,4040,4191,184.03,0.00,Stop
CY,Long,SPX500,878026,4,2015-08-25 08:01,2015-09-01 08:00,1930,1928,-5.19,0.00,Sold
CY,Long,SPX500,878843,3,2015-08-26 16:03,2015-09-01 08:00,1891,1928,97.07,0.00,Sold
HP,Long,EUR/USD,879146,6,2015-08-27 04:01,2015-09-01 16:00,1.1346,1.1264,-43.24,0.00,Sold
HP,Long,EUR/USD,879652,6,2015-08-28 00:01,2015-09-01 16:00,1.1244,1.1264,9.96,0.00,Sold
ES,Short,EUR/USD,881258,5,2015-09-01 16:01,2015-09-01 20:00,1.1261,1.1300,-17.28,0.00,Sold
HP,Short,US30,879349,4,2015-08-27 12:01,2015-09-01 20:00,16413,16051,126.11,0.00,Sold
HU,Short,USD/CAD,875204,4,2015-08-18 16:01,2015-09-02 00:00,1.3071,1.3254,-51.38,0.00,Sold
CY,Long,EUR/USD,879348,5,2015-08-27 12:01,2015-09-02 12:00,1.1306,1.1265,-18.22,0.00,Sold
ES,Short,EUR/USD,881562,5,2015-09-02 04:01,2015-09-03 05:59,1.1276,1.1231,18.91,0.00,Stop
CY,Short,GER30,859423,4,2015-07-13 08:01,2015-09-03 14:52,11448,10379,427.57,0.00,Stop
HP,Short,EUR/USD,881257,6,2015-09-01 16:01,2015-09-04 04:00,1.1261,1.1124,71.13,0.00,Sold
CY,Short,EUR/USD,881763,4,2015-09-02 12:01,2015-09-04 12:00,1.1262,1.1146,39.87,0.00,Sold
CY,Long,GBP/USD,855304,4,2015-07-02 12:01,2015-09-04 14:36,1.5582,1.5176,-141.63,0.00,Stop
HU,Short,GBP/USD,874698,3,2015-08-17 16:01,2015-09-07 12:00,1.5598,1.5255,89.35,0.00,Sold
ES,Short,GBP/USD,878841,6,2015-08-26 16:02,2015-09-07 12:33,1.5494,1.5259,122.21,0.00,Exit
HU,Short,UK100,881056,4,2015-09-01 08:01,2015-09-08 08:00,6104,6161,-30.46,0.00,Sold
HU,Long,USD/CAD,881461,4,2015-09-02 00:01,2015-09-08 12:00,1.3252,1.3233,-5.80,0.00,Sold
HU,Short,XAG/USD,877019,5,2015-08-21 16:01,2015-09-08 12:00,15.2946,14.7707,114.07,0.00,Sold
VO,Short,GBP/USD,878434,3,2015-08-26 00:01,2015-09-08 16:00,1.5698,1.5380,82.94,0.00,Sold
VO,Short,GBP/USD,878839,3,2015-08-26 16:01,2015-09-08 16:00,1.5492,1.5380,28.97,0.00,Sold
HU,Short,USD/CAD,884171,4,2015-09-08 12:01,2015-09-10 00:00,1.3231,1.3282,-14.44,0.00,Sold
HU,Long,NAS100,882065,15,2015-09-03 00:01,2015-09-10 00:00,4276,4239,-48.04,0.00,Sold
CY,Long,AUD/USD,878130,6,2015-08-25 12:02,2015-09-10 04:00,0.7223,0.7000,-114.93,1.73,Sold
CY,Long,AUD/USD,878944,6,2015-08-26 20:01,2015-09-10 04:00,0.7117,0.7000,-59.66,1.58,Sold
BB,Short,GER30,884775,5,2015-09-09 12:01,2015-09-10 04:00,10455,10171,142.05,0.00,Sold
LP,Short,GBP/USD,878840,3,2015-08-26 16:01,2015-09-10 15:16,1.5492,1.5464,7.16,0.00,Stop
HP,Long,EUR/USD,882766,6,2015-09-04 04:01,2015-09-11 08:00,1.1126,1.1285,82.91,0.00,Sold
ES,Long,GBP/USD,884170,5,2015-09-08 12:01,2015-09-15 15:12,1.5407,1.5359,-21.42,0.00,Exit
HU,Long,USD/CAD,885077,4,2015-09-10 00:01,2015-09-16 00:00,1.3282,1.3245,-10.81,0.00,Sold
HU,Short,EUR/USD,881864,4,2015-09-02 16:01,2015-09-16 20:00,1.1241,1.1287,-16.38,0.00,Sold
VO,Short,GBP/USD,887387,3,2015-09-15 20:01,2015-09-16 20:00,1.5338,1.5495,-41.30,0.00,Sold
VO,Long,USD/CHF,879045,1,2015-08-27 00:01,2015-09-18 00:00,0.9521,0.9619,9.27,0.00,Sold
VO,Long,USD/CHF,879550,1,2015-08-27 20:01,2015-09-18 00:00,0.9662,0.9619,-4.06,0.00,Sold
CY,Short,USD/CAD,878128,7,2015-08-25 12:01,2015-09-21 04:00,1.3192,1.3209,-8.79,0.00,Sold
CY,Short,USD/CAD,878842,7,2015-08-26 16:02,2015-09-21 04:00,1.3304,1.3209,45.78,0.00,Sold
HP,Short,EUR/USD,885882,6,2015-09-11 08:01,2015-09-21 08:00,1.1288,1.1320,-17.25,0.00,Sold
HP,Short,EUR/USD,888890,6,2015-09-18 08:01,2015-09-21 08:00,1.1433,1.1320,58.67,0.00,Sold
CY,Short,EUR/USD,884472,4,2015-09-09 00:01,2015-09-22 12:00,1.1206,1.1160,15.80,0.00,Sold
CY,Short,EUR/USD,886086,4,2015-09-11 16:01,2015-09-22 12:00,1.1338,1.1160,61.99,0.00,Sold
ES,Short,EUR/USD,890101,5,2015-09-22 12:01,2015-09-22 18:39,1.1161,1.1133,11.88,0.00,Exit
A2,Long,USD/CHF,889091,1,2015-09-18 16:01,2015-09-22 20:00,0.9616,0.9746,12.18,0.00,Sold
CT,Short,AUD/USD,884573,5,2015-09-09 04:01,2015-09-22 20:00,0.7054,0.7088,-17.52,-2.30,Sold
A2,Short,GBP/USD,888789,3,2015-09-18 04:01,2015-09-23 04:00,1.5572,1.5349,58.06,0.00,Sold
CT,Short,GBP/USD,885781,3,2015-09-11 04:01,2015-09-23 08:00,1.5449,1.5336,29.57,0.00,Sold
CY,Short,GBP/USD,884574,4,2015-09-09 04:01,2015-09-23 16:00,1.5398,1.5243,53.77,0.00,Sold
HP,Long,EUR/USD,889497,6,2015-09-21 08:01,2015-09-24 04:00,1.1321,1.1189,-69.01,0.00,Sold
HP,Long,EUR/USD,889999,6,2015-09-22 04:01,2015-09-24 04:00,1.1202,1.1189,-6.97,0.00,Sold
CY,Short,AUD/USD,885178,5,2015-09-10 04:01,2015-09-25 00:00,0.7000,0.7010,-7.07,-2.55,Sold
CY,Short,AUD/USD,886085,5,2015-09-11 16:01,2015-09-25 00:00,0.7076,0.7010,26.26,-2.30,Sold
CY,Long,EUR/USD,890100,5,2015-09-22 12:01,2015-09-25 04:00,1.1160,1.1169,3.33,0.00,Sold
CY,Long,USD/CAD,889395,7,2015-09-21 04:01,2015-09-25 04:00,1.3209,1.3339,63.07,0.00,Sold
HU,Short,NAS100,885076,13,2015-09-10 00:01,2015-09-25 08:00,4242,4288,-52.64,0.00,Sold
ES,Short,EUR/USD,892314,5,2015-09-28 04:01,2015-09-28 14:10,1.1190,1.1187,1.10,0.00,Stop
HU,Short,GER30,882968,4,2015-09-04 12:01,2015-09-30 06:59,10112,9657,181.93,0.00,Stop
BB,Long,SPX500,892816,3,2015-09-29 00:01,2015-10-01 08:00,1887,1936,128.79,0.00,Sold
CT,Short,USD/CAD,877925,5,2015-08-25 04:01,2015-10-02 12:00,1.3251,1.3241,2.77,0.00,Sold
CT,Short,USD/CAD,878536,5,2015-08-26 04:01,2015-10-02 12:00,1.3307,1.3241,22.39,0.00,Sold
VO,Long,USD/CAD,889294,6,2015-09-21 00:02,2015-10-02 12:38,1.3220,1.3193,-11.76,0.00,Stop
VO,Long,USD/CAD,889396,6,2015-09-21 04:01,2015-10-02 12:38,1.3209,1.3190,-8.43,0.00,Stop
ES,Short,GBP/USD,889498,6,2015-09-21 08:01,2015-10-02 14:24,1.5565,1.5223,178.07,0.00,Exit
BB,Long,NAS100,892815,14,2015-09-29 00:01,2015-10-05 08:00,4116,4287,207.96,0.00,Sold
HP,Short,USD/CAD,877622,6,2015-08-24 16:01,2015-10-06 00:00,1.3216,1.3086,54.11,0.00,Sold
HP,Short,USD/CAD,878129,6,2015-08-25 12:01,2015-10-06 00:00,1.3192,1.3086,44.41,0.00,Sold
HP,Short,USD/CAD,878638,6,2015-08-26 08:01,2015-10-06 00:00,1.3292,1.3086,86.03,0.00,Sold
LP,Short,XAU/USD,893017,3,2015-09-29 08:01,2015-10-06 14:38,1126,1150,-62.28,0.00,Stop
CY,Short,USD/CAD,891711,7,2015-09-25 04:01,2015-10-06 20:00,1.3339,1.3027,152.29,0.00,Sold
CY,Short,USD/CAD,893619,7,2015-09-30 08:01,2015-10-06 20:00,1.3413,1.3027,188.60,0.00,Sold
LP,Short,GBP/USD,890202,3,2015-09-22 16:01,2015-10-07 12:00,1.5357,1.5304,13.54,0.00,Sold
CY,Long,AUD/USD,891609,6,2015-09-25 00:01,2015-10-08 08:00,0.7010,0.7182,90.94,1.30,Sold
A2,Short,XAU/USD,891712,3,2015-09-25 04:02,2015-10-09 10:01,1147,1156,-24.12,0.00,Stop
HU,Long,USD/JPY,894820,4,2015-10-02 08:01,2015-10-12 16:00,120.03,119.95,-2.68,0.00,Sold
HU,Short,USD/CAD,887488,4,2015-09-16 00:01,2015-10-12 20:00,1.3245,1.3009,65.73,0.00,Sold
CY,Long,USD/CAD,896323,7,2015-10-06 20:01,2015-10-14 16:00,1.3026,1.2981,-22.85,0.00,Sold
CY,Long,USD/CAD,896825,7,2015-10-07 16:01,2015-10-14 16:00,1.3038,1.2981,-28.65,0.00,Sold
A2,Short,XAU/USD,898731,3,2015-10-12 20:01,2015-10-14 18:00,1162,1186,-61.90,0.00,Stop
VO,Short,GBP/USD,889292,3,2015-09-21 00:01,2015-10-14 20:00,1.5524,1.5487,9.40,0.00,Sold
VO,Short,GBP/USD,890303,3,2015-09-22 20:01,2015-10-14 20:00,1.5375,1.5487,-29.63,0.00,Sold
A2,Long,GBP/USD,890504,3,2015-09-23 04:01,2015-10-15 08:00,1.5349,1.5462,29.24,0.00,Sold
CY,Long,GBP/USD,890807,4,2015-09-23 16:01,2015-10-15 16:00,1.5245,1.5475,79.61,0.00,Sold
HP,Short,EUR/USD,891108,6,2015-09-24 04:01,2015-10-16 04:00,1.1190,1.1382,-100.71,0.00,Sold
HP,Short,EUR/USD,900234,6,2015-10-15 08:01,2015-10-16 04:00,1.1438,1.1382,29.15,0.00,Sold
CY,Short,EUR/USD,891710,4,2015-09-25 04:01,2015-10-19 00:00,1.1171,1.1359,-65.77,0.00,Sold
CY,Short,EUR/USD,893318,4,2015-09-29 20:01,2015-10-19 00:00,1.1251,1.1359,-37.81,0.00,Sold
ES,Short,GBP/USD,901044,6,2015-10-16 16:01,2015-10-19 08:00,1.5443,1.5464,-11.29,0.00,Sold
ES,Long,GBP/USD,901447,5,2015-10-19 08:01,2015-10-19 20:00,1.5467,1.5468,0.27,0.00,Sold
HU,Short,EUR/USD,895722,4,2015-10-05 20:01,2015-10-20 12:00,1.1184,1.1374,-66.45,0.00,Sold
CY,Long,EUR/USD,901245,5,2015-10-19 00:01,2015-10-22 00:00,1.1360,1.1346,-6.49,0.00,Sold
ES,Short,EUR/USD,902951,5,2015-10-21 20:01,2015-10-22 07:05,1.1339,1.1346,-3.14,0.00,Stop
CY,Short,USD/CAD,899833,7,2015-10-14 16:01,2015-10-22 12:49,1.2981,1.3146,-81.28,0.00,Stop
CY,Short,USD/CAD,902450,7,2015-10-21 00:01,2015-10-22 12:51,1.2988,1.3150,-79.97,0.00,Stop
HU,Short,XAG/USD,885984,5,2015-09-11 12:01,2015-10-22 16:00,14.5523,15.8854,-290.26,0.00,Sold
CY,Short,AUD/USD,897227,5,2015-10-08 08:01,2015-10-22 20:00,0.7184,0.7214,-16.18,-2.55,Sold
CY,Short,AUD/USD,898328,5,2015-10-12 04:01,2015-10-22 20:00,0.7338,0.7214,51.62,-2.04,Sold
A2,Long,USD/CHF,900338,1,2015-10-15 12:01,2015-10-23 04:00,0.9510,0.9728,20.52,0.00,Sold
HP,Long,SPX500,881259,4,2015-09-01 16:02,2015-10-23 08:00,1934,2062,445.12,0.00,Sold
LP,Short,XAU/USD,903054,3,2015-10-22 00:01,2015-10-23 08:00,1166,1173,-19.27,0.00,Sold
HP,Long,EUR/USD,900740,6,2015-10-16 04:01,2015-10-23 12:18,1.1380,1.1064,-165.53,0.00,Stop
